Time,HR (bpm),Speed (mi/h),Pace (min/mi),Distances (ft)
2020-06-14 15:39:12,158,5.3,11.4,5778.4
2020-06-14 15:39:13,158,5.1,11.8,5786.91
2020-06-14 15:39:14,159,4.9,12.2,5795.41
2020-06-14 15:39:15,158,4.7,12.8,5803.91
2020-06-14 15:39:16,158,4.6,13.0,5812.41
2020-06-14 15:39:17,158,4.8,12.5,5820.91
2020-06-14 15:39:18,158,4.8,12.5,5829.41
2020-06-14 15:39:19,158,4.9,12.2,5837.91
2020-06-14 15:39:20,158,5.0,12.0,5846.41
2020-06-14 15:39:21,158,5.0,12.0,5854.91
2020-06-14 15:39:22,158,4.9,12.2,5863.41
2020-06-14 15:39:23,159,5.1,11.8,5871.91
2020-06-14 15:39:24,159,5.3,11.2,5880.41
2020-06-14 15:39:25,159,5.3,11.3,5888.91
2020-06-14 15:39:26,159,5.2,11.5,5897.41
2020-06-14 15:39:27,159,5.2,11.6,5905.91
2020-06-14 15:39:28,158,5.1,11.7,5914.41
2020-06-14 15:39:29,158,5.1,11.8,5922.91
2020-06-14 15:39:30,159,5.1,11.7,5931.41
2020-06-14 15:39:31,159,5.2,11.5,5939.91
2020-06-14 15:39:32,159,5.2,11.6,5948.41
2020-06-14 15:39:33,159,5.2,11.4,5956.91
2020-06-14 15:39:34,159,5.6,10.7,5965.41
2020-06-14 15:39:35,159,5.6,10.7,5973.91
2020-06-14 15:39:36,158,5.7,10.6,5982.41
2020-06-14 15:39:37,158,5.7,10.6,5990.91
2020-06-14 15:39:38,158,5.6,10.7,5999.41
2020-06-14 15:39:39,158,5.6,10.8,6007.91
2020-06-14 15:39:40,158,5.6,10.8,6016.41
2020-06-14 15:39:41,158,5.5,10.9,6024.91
2020-06-14 15:39:42,159,5.6,10.8,6033.41
2020-06-14 15:39:43,159,5.3,11.3,6041.91
2020-06-14 15:39:44,159,5.1,11.8,6050.41
2020-06-14 15:39:45,159,4.9,12.2,6058.91
2020-06-14 15:39:46,159,4.6,13.1,6067.42
2020-06-14 15:39:47,159,4.1,14.8,6075.92
2020-06-14 15:39:48,159,3.6,16.8,6081.34
2020-06-14 15:39:49,160,3.6,16.8,6081.34
2020-06-14 15:39:50,160,3.1,19.5,6087.52
2020-06-14 15:39:51,160,3.1,19.5,6087.52
2020-06-14 15:39:52,160,2.9,20.4,6095.27
2020-06-14 15:39:53,160,2.8,21.5,6098.63
2020-06-14 15:39:54,159,2.7,22.1,6104.4
2020-06-14 15:39:55,159,2.6,23.2,6108.03
2020-06-14 15:39:56,158,2.6,23.5,6112.38
2020-06-14 15:39:57,158,2.8,21.6,6119.6
2020-06-14 15:39:58,158,2.9,20.8,6128.1
2020-06-14 15:39:59,157,2.9,20.9,6136.6
2020-06-14 15:40:00,156,2.9,20.8,6141.9
2020-06-14 15:40:01,156,3.0,20.1,6148.18
2020-06-14 15:40:02,155,3.0,19.8,6153.6
2020-06-14 15:40:03,155,3.0,20.2,6158.15
2020-06-14 15:40:04,154,2.9,21.0,6163.49
2020-06-14 15:40:05,153,2.8,21.2,6169.65
2020-06-14 15:40:06,153,2.9,20.4,6175.67
2020-06-14 15:40:07,151,3.0,19.8,6175.67
2020-06-14 15:40:08,151,3.0,19.8,6175.67
2020-06-14 15:40:09,151,3.1,19.6,6184.17
2020-06-14 15:40:10,149,2.9,20.4,6192.67
2020-06-14 15:40:11,149,2.5,23.9,6201.17
2020-06-14 15:40:12,148,2.4,24.8,6209.04
2020-06-14 15:40:13,148,2.6,23.1,6214.66
2020-06-14 15:40:14,147,3.0,19.9,6223.16
2020-06-14 15:40:15,147,3.1,19.0,6231.66
2020-06-14 15:40:16,146,3.1,19.3,6238.1
2020-06-14 15:40:17,146,3.1,19.4,6244.53
2020-06-14 15:40:18,146,3.0,19.7,6250.88
2020-06-14 15:40:19,145,2.9,20.6,6255.66
2020-06-14 15:40:20,144,3.0,20.0,6262.63
2020-06-14 15:40:21,144,3.0,20.0,6262.63
2020-06-14 15:40:22,143,3.3,18.1,6270.88
2020-06-14 15:40:23,143,3.5,17.0,6270.88
2020-06-14 15:40:24,142,3.4,17.5,6279.38
2020-06-14 15:40:25,142,3.2,18.8,6284.48
2020-06-14 15:40:26,142,3.0,19.7,6284.48
2020-06-14 15:40:27,141,3.2,19.0,6292.98
2020-06-14 15:40:28,141,3.4,17.8,6301.48
2020-06-14 15:40:29,141,3.8,15.7,6309.98
2020-06-14 15:40:30,142,3.7,16.4,6318.48
2020-06-14 15:40:31,142,3.8,15.8,6326.98
2020-06-14 15:40:32,142,3.9,15.4,6333.99
2020-06-14 15:40:33,142,4.2,14.4,6342.49
2020-06-14 15:40:34,142,4.4,13.8,6350.99
2020-06-14 15:40:35,141,4.2,14.4,6359.49
2020-06-14 15:40:36,142,4.1,14.8,6365.34
2020-06-14 15:40:37,142,4.1,14.8,6365.34
2020-06-14 15:40:38,142,3.6,16.6,6373.84
2020-06-14 15:40:39,142,3.6,16.6,6377.0
2020-06-14 15:40:40,143,3.6,16.6,6377.0
2020-06-14 15:40:41,143,3.4,17.7,6385.5
2020-06-14 15:40:42,144,3.3,18.2,6392.53
2020-06-14 15:40:43,143,3.2,19.0,6401.03
2020-06-14 15:40:44,143,2.7,22.1,6409.35
2020-06-14 15:40:45,141,2.5,23.6,6413.8
2020-06-14 15:40:46,141,2.5,24.1,6418.12
2020-06-14 15:40:47,141,2.5,23.6,6423.48
2020-06-14 15:40:48,141,2.7,22.1,6429.51
2020-06-14 15:40:49,141,2.8,21.2,6434.42
2020-06-14 15:40:50,140,2.8,21.1,6439.92
2020-06-14 15:40:51,140,2.8,21.1,6439.92
2020-06-14 15:40:52,140,2.8,21.1,6445.12
2020-06-14 15:40:53,139,2.9,20.5,6453.33
2020-06-14 15:40:54,139,3.0,20.2,6461.83
2020-06-14 15:40:55,138,3.1,19.3,6470.33
2020-06-14 15:40:56,137,3.1,19.5,6477.16
2020-06-14 15:40:57,137,2.9,20.8,6481.79
2020-06-14 15:40:58,137,2.7,22.4,6487.09
2020-06-14 15:40:59,137,2.3,26.1,6495.14
2020-06-14 15:41:00,136,2.5,24.2,6501.17
2020-06-14 15:41:01,136,2.6,23.5,6505.47
2020-06-14 15:41:02,136,2.6,23.0,6510.78
2020-06-14 15:41:03,136,2.5,23.8,6515.01
2020-06-14 15:41:04,135,2.6,23.3,6520.51
2020-06-14 15:41:05,134,2.7,22.5,6525.86
2020-06-14 15:41:06,134,2.7,22.5,6525.86
2020-06-14 15:41:07,135,2.8,21.1,6532.21
2020-06-14 15:41:08,135,2.9,20.4,6537.43
2020-06-14 15:41:09,135,3.0,19.8,6544.43
2020-06-14 15:41:10,135,3.0,19.8,6549.31
2020-06-14 15:41:11,135,3.0,19.7,6555.16
2020-06-14 15:41:12,135,3.0,20.0,6561.14
2020-06-14 15:41:13,135,3.0,20.0,6569.64
2020-06-14 15:41:14,136,3.1,19.3,6577.6
2020-06-14 15:41:15,136,3.2,18.7,6583.17
2020-06-14 15:41:16,136,3.8,15.7,6591.67
2020-06-14 15:41:17,138,4.2,14.2,6593.52
2020-06-14 15:41:18,139,4.3,14.1,6602.02
2020-06-14 15:41:19,140,3.8,15.7,6610.41
2020-06-14 15:41:20,141,3.8,15.7,6610.41
2020-06-14 15:41:21,141,3.8,15.7,6610.41
2020-06-14 15:41:22,141,3.6,16.5,6618.91
2020-06-14 15:41:23,141,3.8,15.9,6623.22
2020-06-14 15:41:24,142,4.0,15.1,6631.72
2020-06-14 15:41:25,142,4.5,13.4,6640.23
2020-06-14 15:41:26,142,4.8,12.5,6648.73
2020-06-14 15:41:27,143,4.8,12.5,6657.23
2020-06-14 15:41:28,143,4.6,13.0,6665.73
2020-06-14 15:41:29,144,3.9,15.4,6674.23
2020-06-14 15:41:30,144,3.6,16.8,6682.73
2020-06-14 15:41:31,145,3.3,18.1,6691.23
2020-06-14 15:41:32,145,3.1,19.2,6699.73
2020-06-14 15:41:33,144,3.0,20.1,6707.64
2020-06-14 15:41:34,144,2.9,20.8,6713.5
2020-06-14 15:41:35,144,3.0,19.7,6721.39
2020-06-14 15:41:36,143,3.1,19.6,6726.09
2020-06-14 15:41:37,143,3.1,19.6,6726.09
2020-06-14 15:41:38,142,3.1,19.5,6732.19
2020-06-14 15:41:39,142,3.1,19.5,6732.19
2020-06-14 15:41:40,141,2.9,20.8,6740.69
2020-06-14 15:41:41,141,3.0,20.2,6748.49
2020-06-14 15:41:42,141,3.0,20.0,6753.83
2020-06-14 15:41:43,141,3.0,20.1,6760.13
2020-06-14 15:41:44,140,2.9,20.4,6768.63
2020-06-14 15:41:45,140,2.8,21.5,6775.29
2020-06-14 15:41:46,139,2.8,21.6,6780.98
2020-06-14 15:41:47,138,2.9,21.0,6787.49
2020-06-14 15:41:48,138,2.9,20.4,6793.06
2020-06-14 15:41:49,137,3.1,19.4,6801.0
2020-06-14 15:41:50,137,3.1,19.2,6806.27
2020-06-14 15:41:51,137,3.1,19.1,6813.43
2020-06-14 15:41:52,137,3.0,19.8,6819.43
2020-06-14 15:41:53,138,2.9,20.6,6826.2
2020-06-14 15:41:54,138,2.9,20.6,6826.2
2020-06-14 15:41:55,138,2.7,22.3,6831.29
2020-06-14 15:41:56,138,2.6,23.2,6836.01
2020-06-14 15:41:57,138,2.6,22.8,6840.87
2020-06-14 15:41:58,137,2.9,20.8,6846.92
2020-06-14 15:41:59,137,3.0,20.1,6850.83
2020-06-14 15:42:00,136,3.1,19.4,6855.86
2020-06-14 15:42:01,135,3.0,20.1,6860.41
2020-06-14 15:42:02,134,2.7,22.0,6865.98
2020-06-14 15:42:03,134,2.5,24.2,6874.49
2020-06-14 15:42:04,134,2.6,23.3,6880.93
2020-06-14 15:42:05,134,2.8,21.6,6887.59
2020-06-14 15:42:06,134,2.9,21.0,6892.32
2020-06-14 15:42:07,132,2.9,20.7,6897.52
2020-06-14 15:42:08,132,3.0,19.7,6904.66
2020-06-14 15:42:09,132,3.3,18.4,6911.96
2020-06-14 15:42:10,132,3.3,18.0,6917.2
2020-06-14 15:42:11,132,3.3,18.0,6917.2
2020-06-14 15:42:12,131,3.2,18.8,6920.57
2020-06-14 15:42:13,131,3.0,20.1,6924.49
2020-06-14 15:42:14,131,2.9,20.7,6929.36
2020-06-14 15:42:15,131,2.8,21.2,6932.98
2020-06-14 15:42:16,130,2.8,21.3,6938.61
2020-06-14 15:42:17,130,2.8,21.4,6943.49
2020-06-14 15:42:18,130,2.9,20.8,6949.25
2020-06-14 15:42:19,129,2.9,20.8,6949.25
2020-06-14 15:42:20,129,3.1,19.3,6957.75
2020-06-14 15:42:21,129,2.9,20.8,6966.25
2020-06-14 15:42:22,129,2.3,25.5,6974.75
2020-06-14 15:42:23,129,2.1,28.6,6982.76
2020-06-14 15:42:24,129,2.1,28.9,6988.91
2020-06-14 15:42:25,130,2.1,29.1,6988.91
2020-06-14 15:42:26,130,2.0,29.8,6997.41
2020-06-14 15:42:27,129,2.0,29.8,7005.37
2020-06-14 15:42:28,129,2.0,29.8,7005.37
2020-06-14 15:42:29,129,2.0,29.8,7005.37
2020-06-14 15:42:30,129,1.9,30.9,7013.87
2020-06-14 15:42:31,129,1.9,31.7,7015.95
2020-06-14 15:42:32,128,1.8,32.6,7024.45
2020-06-14 15:42:33,129,1.8,32.6,7026.53
2020-06-14 15:42:34,129,1.8,33.0,7031.22
2020-06-14 15:42:35,129,1.7,35.2,7036.3
2020-06-14 15:42:36,129,1.7,35.2,7036.3
2020-06-14 15:42:37,129,1.6,38.2,7040.15
2020-06-14 15:42:38,129,1.6,38.2,7040.15
2020-06-14 15:42:39,129,1.6,38.6,7048.45
2020-06-14 15:42:40,130,1.5,38.8,7048.45
2020-06-14 15:42:41,130,1.5,38.8,7048.45
2020-06-14 15:42:42,130,1.7,35.8,7056.95
2020-06-14 15:42:43,131,1.8,34.0,7061.28
2020-06-14 15:42:44,131,2.1,28.2,7069.78
2020-06-14 15:42:45,131,2.4,25.3,7078.28
2020-06-14 15:42:46,131,2.4,24.6,7086.78
2020-06-14 15:42:47,131,2.5,24.2,7095.28
2020-06-14 15:42:48,130,2.8,21.6,7103.78
2020-06-14 15:42:49,129,2.8,21.5,7112.28
2020-06-14 15:42:50,128,2.8,21.5,7119.8
2020-06-14 15:42:51,128,2.3,26.3,7128.3
2020-06-14 15:42:52,128,1.9,31.0,7136.8
2020-06-14 15:42:53,128,1.8,33.1,7143.76
2020-06-14 15:42:54,128,1.7,34.4,7147.34
2020-06-14 15:42:55,128,1.6,36.8,7153.96
2020-06-14 15:42:56,128,1.8,33.9,7161.14
2020-06-14 15:42:57,126,1.8,33.0,7167.0
2020-06-14 15:42:58,126,1.8,33.0,7167.0
2020-06-14 15:42:59,126,1.9,32.4,7167.0
2020-06-14 15:43:00,125,1.9,32.1,7175.5
2020-06-14 15:43:01,125,1.9,32.0,7178.56
2020-06-14 15:43:02,124,2.2,27.7,7187.06
2020-06-14 15:43:03,125,2.4,24.5,7195.56
2020-06-14 15:43:04,125,2.5,24.4,7204.06
2020-06-14 15:43:05,126,2.4,25.1,7212.56
2020-06-14 15:43:06,126,2.3,25.7,7221.06
2020-06-14 15:43:07,127,2.2,26.8,7228.71
2020-06-14 15:43:08,126,2.2,27.0,7237.08
2020-06-14 15:43:09,126,2.3,26.6,7243.68
2020-06-14 15:43:10,126,2.3,26.1,7249.15
2020-06-14 15:43:11,125,2.4,25.0,7256.0
2020-06-14 15:43:12,125,2.5,24.4,7261.64
2020-06-14 15:43:13,124,2.5,24.4,7261.64
2020-06-14 15:43:14,124,2.2,26.8,7268.28
2020-06-14 15:43:15,124,2.2,26.8,7268.28
2020-06-14 15:43:16,124,2.0,30.0,7274.08
2020-06-14 15:43:17,124,1.8,33.4,7278.44
2020-06-14 15:43:18,124,2.0,30.5,7285.12
2020-06-14 15:43:19,125,2.2,26.9,7289.72
2020-06-14 15:43:20,125,2.4,24.9,7294.4
2020-06-14 15:43:21,126,2.3,26.2,7297.99
2020-06-14 15:43:22,125,2.2,27.2,7302.63
2020-06-14 15:43:23,125,2.1,28.0,7302.63
2020-06-14 15:43:24,124,2.2,27.0,7311.13
2020-06-14 15:43:25,124,2.2,27.0,7312.35
2020-06-14 15:43:26,122,2.1,28.4,7318.87
2020-06-14 15:43:27,122,2.1,28.2,7323.18
2020-06-14 15:43:28,122,2.1,28.2,7323.18
2020-06-14 15:43:29,122,2.1,28.4,7331.68
2020-06-14 15:43:30,122,2.1,28.4,7332.01
2020-06-14 15:43:31,122,2.3,26.3,7339.9
2020-06-14 15:43:32,123,2.3,26.3,7339.9
2020-06-14 15:43:33,123,2.0,30.4,7347.17
2020-06-14 15:43:34,123,1.7,35.8,7352.45
2020-06-14 15:43:35,123,1.5,39.4,7356.86
2020-06-14 15:43:36,124,2.2,27.6,7365.36
2020-06-14 15:43:37,124,2.2,27.6,7372.68
2020-06-14 15:43:38,124,2.1,28.6,7378.31
2020-06-14 15:43:39,124,2.2,27.3,7383.21
2020-06-14 15:43:40,124,2.1,28.0,7387.16
2020-06-14 15:43:41,124,2.0,29.6,7391.89
2020-06-14 15:43:42,123,1.9,31.6,7396.94
2020-06-14 15:43:43,123,1.8,33.7,7402.25
2020-06-14 15:43:44,123,1.8,33.7,7402.25
2020-06-14 15:43:45,123,1.7,35.2,7406.38
2020-06-14 15:43:46,123,1.8,33.7,7412.44
2020-06-14 15:43:47,123,1.8,33.2,7416.19
2020-06-14 15:43:48,123,1.8,33.8,7420.68
2020-06-14 15:43:49,124,1.8,34.2,7426.1
2020-06-14 15:43:50,124,1.7,35.2,7432.6
2020-06-14 15:43:51,124,1.7,34.7,7437.51
2020-06-14 15:43:52,124,1.6,38.6,7445.7
2020-06-14 15:43:53,124,1.6,38.6,7445.7
2020-06-14 15:43:54,124,1.5,40.0,7452.12
2020-06-14 15:43:55,123,1.6,36.4,7457.14
2020-06-14 15:43:56,123,1.8,33.6,7461.45
2020-06-14 15:43:57,123,2.1,28.8,7468.66
2020-06-14 15:43:58,124,2.4,25.0,7475.97
2020-06-14 15:43:59,124,2.4,25.0,7475.97
2020-06-14 15:44:00,125,2.2,27.8,7482.27
2020-06-14 15:44:01,125,2.2,27.8,7482.27
2020-06-14 15:44:02,124,2.1,28.7,7487.68
2020-06-14 15:44:03,124,2.0,30.2,7492.47
2020-06-14 15:44:04,124,2.0,30.2,7499.33
2020-06-14 15:44:05,123,2.1,28.3,7506.4
2020-06-14 15:44:06,122,2.4,25.3,7513.18
2020-06-14 15:44:07,122,2.4,24.7,7517.64
2020-06-14 15:44:08,122,2.0,30.4,7525.37
2020-06-14 15:44:09,123,1.9,30.8,7533.87
2020-06-14 15:44:10,123,2.0,29.9,7538.76
2020-06-14 15:44:11,123,2.1,28.9,7543.37
2020-06-14 15:44:12,123,2.2,27.6,7548.06
2020-06-14 15:44:13,123,2.2,27.2,7552.1
2020-06-14 15:44:14,123,2.2,27.1,7556.56
2020-06-14 15:44:15,123,2.2,27.1,7556.56
2020-06-14 15:44:16,123,2.2,27.1,7556.56
2020-06-14 15:44:17,122,2.3,26.6,7564.48
2020-06-14 15:44:18,122,2.2,26.8,7568.56
2020-06-14 15:44:19,122,2.4,25.5,7574.43
2020-06-14 15:44:20,122,2.4,24.6,7582.17
2020-06-14 15:44:21,123,2.4,24.6,7587.39
2020-06-14 15:44:22,123,2.5,24.3,7592.61
2020-06-14 15:44:23,124,2.4,24.6,7597.13
2020-06-14 15:44:24,123,2.4,25.5,7605.63
2020-06-14 15:44:25,123,2.4,25.2,7611.06
2020-06-14 15:44:26,123,2.4,24.6,7616.5
2020-06-14 15:44:27,122,2.5,24.5,7621.17
2020-06-14 15:44:28,122,2.4,25.0,7627.82
2020-06-14 15:44:29,122,2.4,25.1,7633.06
2020-06-14 15:44:30,122,2.5,24.3,7638.69
2020-06-14 15:44:31,123,2.5,24.0,7642.8
2020-06-14 15:44:32,124,2.3,25.8,7646.5
2020-06-14 15:44:33,124,2.3,25.8,7646.5
2020-06-14 15:44:34,124,2.4,25.1,7653.23
2020-06-14 15:44:35,125,2.4,25.1,7653.23
2020-06-14 15:44:36,125,2.5,24.4,7658.66
2020-06-14 15:44:37,125,2.5,23.9,7658.66
2020-06-14 15:44:38,125,2.3,25.6,7667.16
2020-06-14 15:44:39,125,2.3,26.6,7671.92
2020-06-14 15:44:40,125,2.3,26.4,7677.57
2020-06-14 15:44:41,125,2.4,25.4,7686.07
2020-06-14 15:44:42,125,2.3,26.2,7694.57
2020-06-14 15:44:43,124,2.2,27.6,7701.98
2020-06-14 15:44:44,124,2.1,28.6,7701.98
2020-06-14 15:44:45,123,1.7,36.0,7710.34
2020-06-14 15:44:46,123,1.4,43.5,7710.34
2020-06-14 15:44:47,124,1.2,48.5,7718.84
2020-06-14 15:44:48,124,1.1,52.4,7727.01
2020-06-14 15:44:49,124,1.1,52.4,7727.01
2020-06-14 15:44:50,125,1.5,39.3,7735.51
2020-06-14 15:44:51,128,1.8,33.7,7736.24
2020-06-14 15:44:52,128,1.9,31.0,7744.74
2020-06-14 15:44:53,129,2.0,29.4,7747.69
2020-06-14 15:44:54,130,2.0,30.2,7754.57
2020-06-14 15:44:55,131,2.0,30.2,7754.57
2020-06-14 15:44:56,132,2.1,29.2,7763.07
2020-06-14 15:44:57,132,2.2,27.8,7769.32
2020-06-14 15:44:58,131,2.2,27.8,7769.32
2020-06-14 15:44:59,131,2.2,27.8,7769.32
2020-06-14 15:45:00,131,2.0,30.0,7775.98
2020-06-14 15:45:01,130,2.0,30.0,7775.98
2020-06-14 15:45:02,129,1.7,34.6,7781.94
2020-06-14 15:45:03,128,1.6,37.8,7785.55
2020-06-14 15:45:04,127,1.7,35.0,7791.52
2020-06-14 15:45:05,127,1.7,35.0,7791.52
2020-06-14 15:45:06,126,1.8,33.6,7797.91
2020-06-14 15:45:07,126,1.8,33.6,7797.91
2020-06-14 15:45:08,126,1.8,33.0,7801.62
2020-06-14 15:45:09,125,1.8,33.0,7801.62
2020-06-14 15:45:10,125,1.8,33.5,7807.1
2020-06-14 15:45:11,125,1.8,33.5,7807.1
2020-06-14 15:45:12,127,1.9,31.6,7814.89
2020-06-14 15:45:13,127,1.8,32.8,7821.48
2020-06-14 15:45:14,127,1.8,32.6,7825.64
2020-06-14 15:45:15,127,1.8,32.6,7825.64
2020-06-14 15:45:16,127,1.9,32.2,7831.71
2020-06-14 15:45:17,126,1.9,30.9,7835.35
2020-06-14 15:45:18,125,2.0,29.5,7838.84
2020-06-14 15:45:19,125,2.0,29.5,7838.84
2020-06-14 15:45:20,125,2.1,29.1,7844.96
2020-06-14 15:45:21,126,2.1,29.1,7844.96
2020-06-14 15:45:22,126,1.8,32.9,7851.98
2020-06-14 15:45:23,127,1.7,36.0,7851.98
2020-06-14 15:45:24,127,1.7,36.0,7851.98
2020-06-14 15:45:25,127,1.5,40.0,7859.96
2020-06-14 15:45:26,125,1.5,40.2,7863.64
2020-06-14 15:45:27,123,1.6,38.4,7867.99
2020-06-14 15:45:28,122,1.6,37.1,7871.37
2020-06-14 15:45:29,120,1.7,36.0,7875.13
2020-06-14 15:45:30,119,1.7,36.0,7875.13
2020-06-14 15:45:31,119,1.5,40.5,7879.94
2020-06-14 15:45:32,120,1.6,38.6,7886.86
2020-06-14 15:45:33,121,1.6,38.6,7886.86
2020-06-14 15:45:34,121,1.6,38.6,7886.86
2020-06-14 15:45:35,121,1.4,43.3,7891.26
2020-06-14 15:45:36,121,1.4,43.3,7891.26
2020-06-14 15:45:37,121,0.0,0.0,7895.51
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:45:42,118,0.9,65.7,7909.69
2020-06-14 15:45:43,118,1.2,51.1,7913.83
2020-06-14 15:45:44,118,1.2,51.1,7913.83
2020-06-14 15:45:45,118,1.4,43.3,7920.88
2020-06-14 15:45:46,118,1.3,46.0,7925.24
2020-06-14 15:45:47,118,1.3,44.6,7928.59
2020-06-14 15:45:48,118,1.4,43.8,7933.24
2020-06-14 15:45:49,117,1.3,45.6,7936.74
2020-06-14 15:45:50,117,1.2,49.4,7940.86
2020-06-14 15:45:51,117,1.2,50.1,7946.1
2020-06-14 15:45:52,117,1.2,50.1,7946.1
2020-06-14 15:45:53,118,1.3,47.8,7953.32
2020-06-14 15:45:54,118,1.4,42.6,7960.11
2020-06-14 15:45:55,118,1.4,42.6,7960.11
2020-06-14 15:45:56,119,1.5,38.9,7964.64
2020-06-14 15:45:57,119,1.5,38.9,7964.64
2020-06-14 15:45:58,119,1.6,36.8,7973.14
2020-06-14 15:45:59,119,1.6,36.7,7979.11
2020-06-14 15:46:00,119,0.0,0.0,7984.41
2020-06-14 15:46:01,119,0.0,0.0,7992.19
2020-06-14 15:46:02,119,0.0,0.0,8000.69
2020-06-14 15:46:03,120,0.0,0.0,8009.19
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:46:05,120,0.0,0.0,8023.63
2020-06-14 15:46:06,123,0.0,0.0,8023.63
2020-06-14 15:46:07,123,0.0,0.0,8029.62
2020-06-14 15:46:08,122,0.0,0.0,8033.1
2020-06-14 15:46:09,119,0.0,0.0,8033.1
2020-06-14 15:46:10,119,0.0,0.0,8033.1
2020-06-14 15:46:11,117,0.0,0.0,8038.22
2020-06-14 15:46:12,116,0.0,0.0,8038.22
2020-06-14 15:46:13,116,0.0,0.0,8043.0
2020-06-14 15:46:14,116,0.0,0.0,8043.0
2020-06-14 15:46:15,117,1.0,63.1,8046.8
2020-06-14 15:46:16,117,1.0,63.1,8046.8
2020-06-14 15:46:17,119,0.0,0.0,8053.14
2020-06-14 15:46:18,121,0.0,0.0,8053.14
2020-06-14 15:46:19,123,0.0,0.0,8053.14
2020-06-14 15:46:20,124,0.0,0.0,8053.14
2020-06-14 15:46:21,125,0.0,0.0,8053.14
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:46:30,123,0.9,69.4,8065.32
2020-06-14 15:46:31,119,0.0,0.0,8068.66
2020-06-14 15:46:32,117,0.0,0.0,8068.66
2020-06-14 15:46:33,116,0.0,0.0,8068.66
2020-06-14 15:46:34,116,0.0,0.0,8068.66
2020-06-14 15:46:35,117,0.0,0.0,8075.84
2020-06-14 15:46:36,118,0.0,0.0,8075.84
2020-06-14 15:46:37,120,0.0,0.0,8075.84
2020-06-14 15:46:38,121,0.0,0.0,8075.84
2020-06-14 15:46:39,125,1.5,40.1,8079.64
2020-06-14 15:46:40,126,1.5,40.1,8079.64
2020-06-14 15:46:41,126,1.5,40.1,8079.64
2020-06-14 15:46:42,127,1.5,40.1,8079.64
2020-06-14 15:46:43,127,1.5,40.1,8079.64
2020-06-14 15:46:44,125,1.5,40.1,8079.64
2020-06-14 15:46:45,123,2.3,26.1,8085.05
2020-06-14 15:46:46,121,2.3,26.1,8085.05
2020-06-14 15:46:47,120,2.3,26.1,8085.05
2020-06-14 15:46:48,119,2.3,26.1,8085.05
2020-06-14 15:46:49,119,0.0,0.0,8089.11
2020-06-14 15:46:50,119,0.0,0.0,8089.11
2020-06-14 15:46:51,119,0.0,0.0,8095.21
2020-06-14 15:46:52,120,0.0,0.0,8095.21
2020-06-14 15:46:53,121,0.0,0.0,8095.21
2020-06-14 15:46:54,121,0.0,0.0,8095.21
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:25:36,0,0.0,0.0,0.0
2020-06-14 15:47:04,119,0.0,0.0,8106.55
2020-06-14 15:47:05,120,0.0,0.0,8106.55
2020-06-14 15:47:06,121,0.0,0.0,8106.55
2020-06-14 15:47:07,122,0.0,0.0,8106.55
2020-06-14 15:47:08,122,0.0,0.0,8106.55
2020-06-14 15:47:09,122,0.0,0.0,8106.55
2020-06-14 15:47:10,122,0.0,0.0,8106.55
2020-06-14 15:47:11,122,0.0,0.0,8106.55
2020-06-14 15:47:12,121,0.0,0.0,8106.55
2020-06-14 15:47:13,120,0.0,0.0,8106.55
2020-06-14 15:47:14,118,0.0,0.0,8106.55
2020-06-14 15:47:15,117,0.0,0.0,8106.55
2020-06-14 15:47:16,115,0.0,0.0,8106.55
2020-06-14 15:47:17,114,0.0,0.0,8106.55
2020-06-14 15:47:18,114,0.0,0.0,8106.55
2020-06-14 15:47:19,114,0.0,0.0,8106.55
2020-06-14 15:47:20,115,0.0,0.0,8106.55
2020-06-14 15:47:21,116,0.0,0.0,8106.55
2020-06-14 15:47:22,116,0.0,0.0,8106.55
2020-06-14 15:47:23,116,0.0,0.0,8106.55
2020-06-14 15:47:24,116,0.0,0.0,8106.55
2020-06-14 15:47:25,114,0.0,0.0,8106.55
2020-06-14 15:47:26,114,0.0,0.0,8106.55
2020-06-14 15:47:27,113,0.0,0.0,8106.55
2020-06-14 15:47:28,113,0.0,0.0,8106.55
2020-06-14 15:47:29,114,0.0,0.0,8115.05
2020-06-14 15:47:30,114,0.0,0.0,8123.55
